date,spx_yoy
2024-10-26,41.06383326925489
2024-11-02,31.444541042451846
2024-11-09,35.791932506503784
2024-11-16,30.053036800601607
2024-11-23,30.92552975477021
2024-11-30,31.291965548265523
2024-12-07,32.271513030568144
2024-12-14,28.2230619848046
2024-12-21,24.73841800169694
2024-12-28,25.179298758104007
2025-01-04,26.509821051007766
2025-01-11,21.807002838745927
2025-01-18,23.90279956549335
2025-01-25,24.744988547633472
2025-02-01,21.81901685564478
2025-02-08,19.881797041662153
2025-02-15,22.15651958799412
2025-02-22,18.164009463951825
2025-03-01,15.91215066620788
2025-03-08,12.618059665975977
2025-03-15,10.198181263001205
2025-03-22,8.279804444213923
2025-03-29,6.21560873714293
2025-04-05,-2.502906603638344
